Name,ExportName,CurrencyInUSD,Diamonds,TID,Enabled,TLOPackage,RED,ChronosPackage,SpecialPackage,SCIDStore,PremiumPass,DecoReward,DecoAmount,BigButton,BoosterRandomAmount,BoosterRandomMinStars,Booster5StarAmount,StarterPackage,StarterPackageReward,Comment,
com.supercell.soil.midas.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.midas.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.codashop.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage1,icon_diamonds_pile,199,60,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage2,icon_diamonds_bag,499,156,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage3,icon_diamonds_sack,999,330,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage4,icon_diamonds_box,1999,684,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage5,icon_diamonds_chest,3999,1800,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.razer.20pct.diamondpackage6,icon_diamonds_trunk,9999,4800,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage1,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage2,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage3,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage4,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage5,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.diamondpackage6,icon_diamonds_trunk,9999,4000,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage3,icon_diamonds_sack,999,299,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.5pct.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage1,icon_diamonds_pile,199,58,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage2,icon_diamonds_bag,499,150,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage3,icon_diamonds_sack,999,317,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage4,icon_diamonds_box,1999,656,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage5,icon_diamonds_chest,3999,1725,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,
com.supercell.soil.carry.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.carry.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.carry.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.carry.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.razer.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.razer.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.razer.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.midas.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.midas.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.midas.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.codashop.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.codashop.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.codashop.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,
com.supercell.soil.farmpass2,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass3,icon_diamonds_chest,299,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle_all,icon_diamonds_chest,999,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3,icon_diamonds_chest,599,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.subdollaroffer029,icon_diamonds_pile,29,0,TID_DIAMOND_PACK_1,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.subdollaroffer079,icon_diamonds_pile,79,0,TID_DIAMOND_PACK_1,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier2.49,icon_diamonds_pile,249,0,TID_DIAMOND_PACK_1,false,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier70,icon_diamonds_chest,6999,0,TID_DIAMOND_PACK_5,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier75,icon_diamonds_chest,7499,0,TID_DIAMOND_PACK_5,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier80,icon_diamonds_chest,7999,0,TID_DIAMOND_PACK_5,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier85,icon_diamonds_chest,8499,0,TID_DIAMOND_PACK_5,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier90,icon_diamonds_trunk,8999,0,TID_DIAMOND_PACK_6,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.specialoffertier95,icon_diamonds_trunk,9499,0,TID_DIAMOND_PACK_6,true,,,true,,true,,,,,,,,,,,
com.supercell.soil.farmpass_99,icon_diamonds_chest,99,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass_199,icon_diamonds_chest,199,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass_299,icon_diamonds_chest,299,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass_399,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass_599,icon_diamonds_chest,599,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass_699,icon_diamonds_chest,699,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass2_499,icon_diamonds_chest,499,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass3_399,icon_diamonds_chest,399,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpass3_499,icon_diamonds_chest,499,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_1199,icon_diamonds_chest,1199,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_799,icon_diamonds_chest,799,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle2_3_699,icon_diamonds_chest,699,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
com.supercell.soil.farmpassbundle_all_1099,icon_diamonds_chest,1099,0,TID_FARM_PASS,false,,,true,,,true,,,,,,,,,,
